Name,Description,Headquarter,Industries,Website,Linkedin
Runway Geelong,Their program aims to take great ideas to a global market.,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",runwaygeelong.com.au/,https://www.linkedin.com/company/runway-geelong
Edge Edtech Fund,Edge Edtech Fund provides the toolsets to help early stage EdTech companies.,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",None,None
AI & Blockchain Accelerator,The AI & Blockchain Accelerator is designed to accelerate the best AI & Blockchain start-ups.,"London, England, United Kingdom","Advice, Artificial Intelligence, Blockchain, Consulting, Training",www.wayra.co.uk/programs/ai-blockchain-accelerator,None
OJAS MedTech Accelerator,OJAS MedTech Accelerator is an accelerator for companies that develops devices for healthcare.,"Hyderabad, Andhra Pradesh, India","Financial Services, Health Care, Medical Device",cie.iiit.ac.in/ojas-medtech/,None
Soft-Landing Silicon Valley,Soft-Landing connects startup ecosystems & facilitates growth for European scaleups through numerous missions.,"San Francisco, California, United States","Finance, Financial Services",soft-landing.eu,None
Fuse - Tech innovation space,Fuse is a tech innovation space aimed at accelerating practical solutions.,"London, England, United Kingdom",Allen & Overy,www.allenovery.com/advanceddelivery/fuse/Pages/...,None
Segments Accelerator,Startup Accelerator & Business Consulting in CEE,Nil,2007,www.segments-accelerator.com,None
AS-accelerator,AS-accelerator is a new scheme that supports those who want to start a business.,"Asaka, Saitama, Japan",Asia-Pacific (APAC),as-accelerator.biz/,None
Medellin & Global: Socialatom & Ruta-N,Accelerator program in partnership with Ruta-N.,Nil,Socialatom Ventures,socialatomventures.com/programs/medellin,None
Womb,Womb is a cross-innovation program born from the partnership between five entities of Lisbon’s entrepreneurial ecosystem.,"Lisbon, Lisboa, Portugal",European Union (EU),womblisbon.com/,None
Startup Ottawa,Startup Ottawa is a place for budding and seasoned entrepreneurs alike to gather.,"Ottawa, Ontario, Canada",Great Lakes,www.startupottawa.ca/,None
D-RAFT Corporate Accelerator,D-RAFT Corporate Accelerator help corporations and startups grow together.,Nil,2014,d-raft.com/,http://www.linkedin.com/company/d-raft-corporate-accelerator
Accelerate Michigan Innovation Competition,The Accelerate Michigan Innovation Competition is an international business competition designed to bring together later stage,Nil,"Banking, Consulting, Financial Services, Non Profit, Venture Capital",None,https://www.linkedin.com/company/accelerate-michigan-innovation-competition
Fish Taco Ventures,Fish Taco Ventures (FTV) is a seed stage accelerator that facilitates marketplace access for promising new ventures.,"Notre Dame, Indiana, United States",Finance,www.fishtacoventures.com,None
Flagship Accelerator Program,We strive to transform the community into a destination of choice for entrepreneurial businesses,"Anderson, Indiana, United States","Great Lakes, Midwestern US",www.flagshipenterprise.org/,None
SAP.iO Foundry Munich,The SAP.iO Foundry Munich offers a 3-month no-equity ask acceleration program.,"Munich, Bayern, Germany","Finance, Financial Services",sap.io/foundry-munich/,None
Startup Ramallah,StartupRamallah is a one-stop-shop for entrepreneurship in Palestine.,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",startupramallah.org,None
Bombacamp,Bombacamp is a fintech venture builder and corporate accelerator.,Nil,FinTech,www.bombacamp.com,None
OpenAxel,OpenAxel EU Contest is an open acceleration platform at the European level.,Nil,Active,www.openaxel.com,http://www.linkedin.com/groups/OpenAxel-7428379
Cleantech Open Midwest,Cleantech Open Midwest is a division within the larger Cleantech Open network that accelerates start-up businesses.,"Minneapolis, Minnesota, United States","Business Development, CleanTech, Finance",None,None
TechrIoT,"TechrIoT is a Colorado-based community of Internet of Things (IoT) entrepreneurs, executives, manufacturers, investors, engineers.","Littleton, Colorado, United States","Greater Denver Area, Western US",www.techriot.org/,https://www.linkedin.com/company/10066023
FREC City Accelerator,Accelerating Solutions to Economic Prosperity in Detroit.,"Detroit, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",www.freccity.org/,None
Nexuslab,Nexuslab will host its three-month programme.,"Zürich, Zurich, Switzerland",Active,www.nexussquared.co/services/nexuslab/,https://www.linkedin.com/company/nexussquared
Grants4Apps Turkey,Grants4Apps Turkey bring health and technology entrepreneurs and industry experts together to help them grow in the digital health world.,Nil,G4A,g4a.health/turkey/,None
Ascend Capital Accelerator,Ascend Capital Accelerator enables local entrepreneurs to maximize their ability to obtain and utilize capital.,Nil,"Advice, Consulting, Finance, Financial Services",wacif.org/ascend/,None
cropUP,cropUP is a unique initiative that is being built around innovative solutions targeting the agrifood and forestry sector.,"Lisbon, Lisboa, Portugal",European Union (EU),www.cropupinitiative.com/,None
NCSC Cyber Accelerator,The NCSC Cyber Accelerator Develops the UK’s Cyber Security Ecosystem through accelerating?innovative?start-ups.,"London, England, United Kingdom","Advice, Consulting, Cyber Security, Network Security, Training",www.wayra.co.uk/programs/ncsc-cyber-accelerator,None
Startup Wise Guys SaaS,Startup Wise Guys SaaS is Europe's most experienced B2B accelerator.,Nil,Startup Wise Guys,startupwiseguys.com/saas/,None
CIIE Healthcare Accelerator,"The 3-month program aims to accelerate, nurture and invest in innovative and scalable early stage startups in the healthcare space.","Ahmedabad, Gujarat, India",Asia-Pacific (APAC),www.healthcare.ciie.co/,None
Tourism Design Business,Tourism Design Business optimizes business operations in the field of tourism.,"Porto, Lisboa, Portugal","Business Development, Consulting, Tourism",www.f6s.com/tourismdesignbusiness/about,None
UP Innovation Lab,The Up Innovation Lab is a nonprofit program designed for startups with validated products and the potential to go-to-market.,"São Paulo, Sao Paulo, Brazil",Latin America,www.upinnovationlab.com.br/,https://www.linkedin.com/company/accenture-brasil
MassChallenge Israel,MassChallenge Israel is a non-equity accelerator and community of innovators working to solve some of the world’s most massive challenges.,"Jerusalem, Yerushalayim, Israel","Business Development, Financial Services, Innovation Management",masschallenge.org/programs-israel,https://www.linkedin.com/company/masschallenge-israel/
Tec Lean Accelerator,First program to Latin America acceleration level for potential startups using the lean startup methodology.,"Guadalajara, Jalisco, Mexico",Latin America,View on Twitter,None
The Rally,The Rally is an acceleration program for entrepreneurs that imaginatively use technology to tackle social issues.,"Tel Aviv, Tel Aviv, Israel",Communities,the-hub.co.il/the-rally/,None
Techmakers Green Accelerator,Reducing time to market for startup companies.,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia",www.techmakers.no/green/,None
Sustainable Valley Technology Group,"Sustainable Valley Technology Group is an independent, non-profit business","Medford, Oregon, United States","West Coast, Western US",sustainablevalley.technology/,https://www.linkedin.com/company/sustainable-valley-technology-group
BlockIS - Montenegro,"BlockIS is a new acceleration program that aims to build an open and collaborative cross-border, cross-sectoral innovation ecosystem.","Podgorica, NA - Montenegro, Montenegro","Blockchain, Collaboration, Finance, Logistics",None,https://www.linkedin.com/groups/13665751
Startupbootcamp FinTech,Startupbootcamp FinTech is a business accelerator for fin-tech startups.,"London, England, United Kingdom","Finance, Financial Services, FinTech",www.startupbootcamp.org/programs/fintech.html,https://www.linkedin.com/company/startupbootcamp-fintech/
Woschlab GmbH,Accelerating the future. We bring together talent and ideas to create lasting companies.,Nil,"Oct 1, 2015",woschlab.com,None
SAP.iO Foundry Paris,"SAP.iO Foundries offer founder-friendly, no-equity-asked accelerator programs.","Paris, Ile-de-France, France","Finance, Financial Services",sap.io/foundry-paris/,None
The Bulb,The bulb is a web based meeting platform for developers of new ideas and partners for the same.,"Crewe, Cheshire East, United Kingdom",2015,www.thebulb.eu,https://www.linkedin.com/company/the-bulb
VentureDen,Helping Entrepreneurs Connect With Angel Investors And Venture Capitalists.,Nil,Meeting Software,None,https://www.linkedin.com/company-beta/2048466/
PortXL Singapore 2020,"PortXL Singapore 2020 is a port and maritime accelerator spanning key sectors such as ports, shipping and logistics, energy, and chemicals.","Singapore, Central Region, Singapore","Marine Transportation, Ports and Harbors, Shipping",portxl.org/programs/singapore/,None
MSeed,MSeed is Thailand’s first startup accelerator for game developers.,"Bang Chak, Samut Prakan, Thailand",Video Games,mseed.asia/,None
OneKC for Women,"OneKC for Women is a organization which provide resources, opportunities and connections for women.","Kansas City, Missouri, United States",Communities,None,None
CFB Croissance & Innovation,CFB Croissance & Innovation provides necessary capital for their development or capital organization projects.,"Dijon, Bourgogne, France",European Union (EU),www.bfccroissance.fr,None
Startup Aggieland,Startup Aggieland is a student business accelerator.,Nil,2012,startupaggieland.com/,None
Liangcang Accelerator,Liangcang Accelerator is an investment accelerator.,"Hangzhou, Zhejiang, China",Asia-Pacific (APAC),www.liangcang.vc,None
Udhyami Seed Camp,"Udhyami Seed Camp is an initiative by STARTUPSNepal, an online startup community of Nepal to make entrepreneurship accessible to all.","Kathmandu, Bagmati, Nepal",Asia-Pacific (APAC),startupsnepal.com/udhyami/,https://www.linkedin.com/company/startups-nepal
The Culinary Accelerator,"Culinary Accelerator provides space, equipment, and services for culinary entrepreneurs to bring their products from kitchen to market.","Immokalee, Florida, United States","Business Development, Food and Beverage, Management Consulting",theculinaryaccelerator.com/,None
Manchester Entrepreneurs,Manchester Entrepreneurs creates and educates a community of future business professionals and more.,"Manchester, Manchester, United Kingdom",Active,manchesterentrepreneurs.co.uk,https://www.linkedin.com/company/manchester-entrepreneurs
London Food Tech Startup Accelerator,London Food Tech Startup Accelerator,"London, England, United Kingdom",Active,None,None
Acorn Innovate,"Acorn Innovate provides consultancy, startup mentoring and seed investment to startups and growing companies.","Waterbeach, Cambridgeshire, United Kingdom","Angel Investment, Collaboration, Communities, Consulting, Coworking, Incubators, Logistics, Semiconductor, Software",www.acorninnovate.org/,http://www.linkedin.com/in/qbain
Start'Act,Start’Act Business Accelerator is the first Tunisian Startup Accelerator.,"Tunis, Tunis, Tunisia",Active,startact.net/,None
Kickstarter Klub,Kickstarter Klub,"Delhi, Delhi, India",Asia-Pacific (APAC),None,None
Canadian Technology Accelerator Silicon Valley,Canadian Technology Accelerator Silicon Valley provides technology companies with access to the unique resources of Silicon Valley.,"San Francisco, California, United States",Business Development,None,None
StartupLabs,Thessaloniki-based startup training program,"Thessaloníki, Thessaloniki, Greece",Education,startuplabs.i4g.gr/,None
Boston Landing,Boston Landing provides companies the opportunity to participate in the U.S. market and gain access to financing and growth capabilities.,"West Newton, Massachusetts, United States","Business Development, Management Consulting",www.bostonlanding.us/index.php,https://www.linkedin.com/company/boston-landing/
Safe x Connected Cities Accelerator,Safe x Connected Cities Accelerator is a milestone-driven accelerator program for early-stage companies,"Toronto, Ontario, Canada","Finance, Financial Services",highlinebeta.com/accelerators/safeconnected/,None
Alfacamp,AlfaCamp is a program to accelerate technology-based startups.,"Sevilla, Andalucia, Spain","Consulting, Education, Information Technology",None,https://www.linkedin.com/in/alfonsoalcantara
Idea Finishing School,The Idea Finishing School (IFS) is more of an accelerator than an incubator. They put the kick start in an early stage company.,"San Antonio, Texas, United States",Incubators,ideafinishingschool.com/,None
Io2HUB,Incubator & Accelerator program for IoT/Smart products/Hardware startups - Vienna - Shenzhen - Hong Kong - Silicon Valley,"Wiener Neustadt, Niederosterreich, Austria",European Union (EU),www.io2hub.com/,None
Information Society Innovation Fund,ISIF Asia is a grants and awards program that stimulates solutions to ICT development needs in the Asia Pacific region.,Nil,Communities,isif.asia,https://www.linkedin.com/groups/Information-Society-Innovation-Fund-4355988
Business Innovation,Business Innovation is a Spanish startup that provides innovative business development services.,"Valencia, Comunidad Valenciana, Spain",European Union (EU),www.ib-businessinnovation.es,http://www.linkedin.com/company/business-innovation-sl
K-Startup,Global Acceleration Program for Startups,"Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),www.k-startup.go.kr/main.do,None
TechX Pioneers,TechX Pioneers is the technology accelerator program of The Oil & Gas Technology Centre.,"Aberdeen, Aberdeen City, United Kingdom","Energy, Financial Services, Oil and Gas",www.theogtc.com/techx/accelerator/apply-here/,None
Pears Challenge,The Pears Challenge invites outstanding entrepreneurs to propose innovative ideas addressing critical challenges of developing countries,"Tel Aviv, Tel Aviv, Israel",2008,pearschallenge.com/,None
Mobitiva,Accelerator and Angel Group,Nil,Alexandre Toniolo,www.mobitiva.com,None
KARAT,KARAT is an Israeli corporate accelerator.,"Haifa, Hefa, Israel",Financial Services,www.iec.co.il/en/karat/,None
The Startup Lab,The Startup Lab leverages behavioral economics to empower early stage startups to build better consumer health and finance products.,"Durham, North Carolina, United States","Research Triangle, East Coast, Southern US",advanced-hindsight.com/startup-lab/,None
The BRIC,The BRIC is a tech startup accelerator.,"Boca Raton, Florida, United States","Banking, Financial Services, Incubators",thebrichouse.strikingly.com/,None
Environment Park,Environment Park is an innovation accelerator for businesses looking to use eco-efficient solutions to expand their markets.,"Turin, Piemonte, Italy","Business Development, Business Intelligence, Innovation Management",www.envipark.com/en/,https://www.linkedin.com/company/envipronment-park---hysylab/
The Venture Center Spark,The Venture Center Spark is a local small business pre-accelerator.,"Little Rock, Arkansas, United States","Finance, Financial Services",www.venturecenter.co/spark,None
First Batch,First Batch is a four month accelerator that connects the manufacturing community with entrepreneurs.,"Cincinnati, Ohio, United States","Great Lakes, Midwestern US",firstbatch.org/,None
The Farm,"The Farm is a hub that supports startups, founders, and the entrepreneurial ecosystem.","Atlanta, Georgia, United States","Small and Medium Businesses, Telecommunications",None,https://www.linkedin.com/company/thefarmatl/
The Bridge Community,Growing the Atlanta community through corporate-startup collaboration.,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",bridgecommunity.com,https://www.linkedin.com/in/billmaynard
StartupJohor,"StartupJohor is a fast growing, hyper-local social enterprise dedicated to building the startup & entrepreneurial ecosystem.","Selangor, Selangor, Malaysia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",startupjohor.org,None
Learning EDGE,Learning EDGE is a seed stage venture platform that helps build startups.,"New City, New York, United States","Greater New York Area, East Coast, Northeastern US",www.learningedgevc.com/,None
UR Link,"UR Link, The first retail acceleration program by Unibail-Rodamco & NUMA","Paris, Ile-de-France, France",European Union (EU),www.ur-link.fr/W/do/centre/home,https://www.linkedin.com/in/ludovic-flandin-1106b31a
Startup Elevator,Startup Elevator is a website that promotes entrepreneurship contest with various prizes.,"Paris, Ile-de-France, France",European Union (EU),www.thestartupelevator.com/,None
Eczac?basi Gelecegin Gucu,Eczac?basi Gelecegin Gucu,"Istanbul, Istanbul, Turkey","Finance, Financial Services",gelecegingucu.com/,None
Malaysian Global Innovation & Creativity Centre,MaGIC supports the creativity and innovation development in Malaysia through dynamic programs and capacity-building initiatives,"Putrajaya, Putrajaya, Malaysia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",mymagic.my,None
Creative Startups LABS: Santa Fe,Creative Startups LABS: Santa Fe is a pre-accelerator for Northern New Mexico Food Entrepreneurs.,"Santa Fe, New Mexico, United States","Business Development, Food and Beverage, Local Business",www.creativestartups.org/,None
Merrimack Valley Sandbox,The Merrimack Valley Sandbox is a non-profit organization founded in December 2010.,"Lowell, Massachusetts, United States","Greater Boston Area, East Coast, New England",merrimackvalleysandbox.org/,http://www.linkedin.com/company/merrimack-valley-sandbox
Accel7 Spring 2020 Cohort,Accel7 Spring 2020 Cohort operates with early companies to launch and grow impact driven businesses.,"New Rochelle, New York, United States","Asset Management, Business Development, Financial Services",www.accel7.org/,None
Mentores de Impacto,"We support the growth of enterprises with purpose through an extensive network of mentors, with regional focus.","Santiago, Region Metropolitana, Chile",Latin America,mentoresdeimpacto.org/,None
Yahoo Ad Tech program,Yahoo Ad Tech program wants to collaborate with your early-stage ad tech startup.,"Tel Aviv, Tel Aviv, Israel",Active,None,None
Break Fast & Launch,Break Fast & Launch is a business accelerator helping entrepreneurs launch sustainable food concepts.,"San Antonio, Texas, United States",Southern US,www.breakfastlaunch.com/,None
B-Start,"B-Start is a pre-accelerator program to help launch innovation-driven businesses in Bloomington, Indiana.","Bloomington, Indiana, United States","Great Lakes, Midwestern US",www.b-start.org/,None
ACE Aceleratech,"ACE Aceleratech is a great partner, with a technical staff and partners of the highest quality and with great market knowledge.","Brazil, Saint George, Trinidad and Tobago","Private Cloud, Venture Capital",None,https://www.linkedin.com/company/aceleratech/
USF Seed Capital Accelerator,USF Seed Capital Accelerator is designed to support and provide funds to new and existing TBTI affiliated startups.,"Tampa, Florida, United States","Business Development, Finance, Financial Services, Management Consulting, Venture Capital",www.usf.edu/research-innovation/rf/usf-connect/...,https://www.linkedin.com/company/usf-connect/
Dotforge Health + Data Accelerator,"Dotforge Health + Data is powering innovative startups to offer patients, clinicians, GPs and health workers time saving applications.","Leeds, Leeds, United Kingdom",Finance,www.dotforge.com/healthcare.html,None
Plasma,Plasma provides tools and community necessary to grow and master a business.,"Davis, California, United States","Business Information Systems, Business Intelligence, Training",None,None
UstartX Inc.,Startup Accelerator based in Menlo Park,"Menlo Park, California, United States",Internet,None,None
InnoCampus Startup Accelerator,Startup accelerator providing an innovation and entrepreneurship experience and prototyping opportunity to young entrepreneurs.,"Istanbul, Istanbul, Turkey","3D Technology, Non Profit, Social Entrepreneurship, Training",www.innocampus.org,https://www.linkedin.com/company/innocampus
SIBSPayForward,Smart Finance & Payments Accelerator,"Lisbon, Lisboa, Portugal",European Union (EU),sibspayforward.beta-i.pt/,None
ON Accelerate,ON Accelerate is a structured accelerator for research teams to develop and verify high potential innovative new ventures.,Nil,"Business Development, Information Technology, Market Research, Small and Medium Businesses",None,https://www.linkedin.com/showcase/on-innovation-program/
UPbyM6,UPbyM6,"Neuilly-sur-seine, Ile-de-France, France",European Union (EU),upbym6.fr/,None
Avanto Accelerator,Avanto Accelerator Program crystallizes and shapes ideas into gems that are ready for the markets.,Nil,Active,None,None
EDP Open Innovation,EDP Open Innovation is an acceleration program.,"Lisbon, Lisboa, Portugal",European Union (EU),edpopeninnovation.edp.pt/,None
Canadian Technology Accelerator - Cleantech,Canadian Technology Accelerator - Cleantech is a program that helps high-growth-potential cleantech companies.,Nil,"Business Development, CleanTech, Financial Services",www.international.gc.ca/trade-commerce/cta-atc/...,None
Start Alliance Vienna,The Start Alliance is a partnership designed to accelerate entry into new markets for international startups.,"Vienna, Wien, Austria","Finance, Financial Services",www.startalliance.net/,None
Grow in Barcelona,Grow in Barcelona is an initiative of accelerating entrepreneurial projects led by Nauta Capital.,"Barcelona, Catalonia, Spain",European Union (EU),www.growinbarcelona.com,None
PNP TCF Multi-Stage Accelerator Program,PNP TCF Multi-Stage Accelerator Program is a 6-12 months acceleration program based out of Singapore.,Nil,2013,www.theco-foundry.com/msap,None
ConsensusOne Ventures,"ConsensusOne Ventures aims to leverage the individual strength and knowledge of proven professionals with expertise in strategy, business","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",www.consensus-one.com,None
Sharing Economy Accelerator,Crowd-mentoring program for the Sharing Economy,"Bucharest, Bucuresti, Romania",European Union (EU),None,None
Le Chateau,"Loire Valley Startup Accelerator, 5 months to break the walls and conquer the rest of the world","Tours, Centre, France",European Union (EU),www.lechateau.io/,https://www.linkedin.com/company/11135694/
STEM to Market,STEM to Market connects STEM women entrepreneurs to investors and across STEM entrepreneurship ecosystems through two integrated programs.,"Washington, District of Columbia, United States","Business Development, Financial Services, Management Consulting",www.stemtomarket.org/,https://www.linkedin.com/company/stem-to-market/
Launch Delta Home Services Accelerator,Launch Delta Home Services Accelerator targets technology-based startup companies that disrupt or replace home services technologies.,"Memphis, Tennessee, United States","Business Development, Financial Services, Home Services",neverstop.co/launch-delta/,None
Cleantech Open West,"The world's largest cleantech accelerator - active in CA, NV, WA, OR, HI and BC.",Nil,Cleantech Open,western.cleantechopen.org,https://www.linkedin.com/groups?home=&gid=4126332&trk=anet_ug_hm
Sports Tech Acceleration Program,Sports Tech Acceleration Program is an accelerator program for sports technology companies.,"Mumbai, Maharashtra, India","Business Development, Financial Services, Sports",www.f6s.com/sportstechprogram/about,None
Accelerating Cross-border Engagement (ACE),The ACE (Accelerating Cross-border Engagement) programme is a new tailor-made acceleration programme that was launched in September 2013.,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",European Union (EU),www.europeanace.eu,http://www.linkedin.com/company/ace-accelerated-cross-border-engagement-
Honduras Startup,"Honduran Institute of Science Technology and Innovation, IHCIETI",Nil,2016,www.hondurastartup.com,None
"DigitalSalus, LLC.",Startup hub & Accelerator between Korea and the world in digital healthcare,"Seoul, Seoul-t'ukpyolsi, South Korea",Venture Capital,www.digitalsalus.com,None
The RDV Academy,"The RDV Academy connects the most talented, technical students with high-growth startups in Boston and NYC!","Cambridge, Massachusetts, United States",Financial Services,www.roughdraft.vc/academy.html,None
The Lean Lab,The Lean Lab is a Kansas City-based community that launches transformational education innovations.,"Kansas City, Missouri, United States",Midwestern US,theleanlab.org/index.html,https://www.linkedin.com/company-beta/3879880
mystartupXX,The mystartupXX program is a one-of-its-kind accelerator that was created to increase,"La Jolla, California, United States","Education, Higher Education, Universities",rady.ucsd.edu/ciid/mystartupxx/,https://www.linkedin.com/company/2637118?trk=tyah
Techstars Allied Space Accelerator,Accelerating the next generation of space technologies with a concentration on companies in the commercial space industry.,Nil,"Incubators, Space Travel",www.techstars.com/programs/allied-space-program/,None
NEOMA EdTech Accelerator,NEOMA EdTech Accelerator,"Mont-saint-aignan, Haute-Normandie, France",European Union (EU),startuplab.neoma-bs.fr/fr/neoma-edtech-accelera...,None
Oxford Accelerator,"We help you on every step of the way from vision to venture, turning bright ideas into successful, funded companies",Nil,2014,www.oxfordaccelerator.com,https://www.linkedin.com/in/felix-hamer-92331452
META Acceleration,META is the Gulf Coast's startup accelerator. Launching Fall 2017!,"Mobile, Alabama, United States",Southern US,metaacceleration.com,None
ICE71 Accelerate,ICE71 Accelerate is a three-month accelerator programme for early-stage cybersecurity startups.,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",ice71.sg/accelerate/,None
The Neo.vc,The Neo.vc,"Kiev, Kyyivs'ka Oblast', Ukraine",Active,theneo.vc/,None
Alpha Programme Dublin,Alpha Programme Dublin is a 12-week long intensive accelerator programme based in London & Dublin for startups at pre-seed stage.,"Dublin, Dublin, Ireland","B2B, B2C",www.huckletree.com/alpha,https://www.linkedin.com/company/huckletree/
intu Accelerate,intu Accelerate opens for business.,"London, England, United Kingdom",Active,www.intuaccelerate.co.uk/,None
Start Alliance Shanghai,The Start Alliance is a partnership designed to accelerate entry into new markets for international startups.,"Shanghai, Shanghai, China","Finance, Financial Services",www.startalliance.net/,None
The Transportation Lab - Comet Labs,Comet Labs program focusing on how the transportation ecosystem will be reinvented in the next 5 years.,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",cometlabs.io/transportation-lab,https://www.linkedin.com/company/comet-labs
Accelerate South,Accelerate South is a 12-week long business acceleration program that focuses on accelerating innovative healthcare companies.,"Lafayette, Louisiana, United States",Health Care,www.acceleratesouth.com/,https://www.linkedin.com/company/acceleratesouth/
Gorge Innoventure,Gorge Innoventure is a non-profit created to provide business development programs.,"Hood River, Oregon, United States","Incubators, Management Consulting, Non Profit",www.gorgeinnoventure.com/,https://www.linkedin.com/company/gorge-innoventure
CreatiFi,CreatiFI introduces the FIWARE technologies to very large relevant communities of Creative Industries and web entrepreneurs.,Nil,Active,www.creatifi.eu/,None
Foodtech Accelerace,Foodtech Accelerace believe that technology from uncovering potential agricultural solutions with an eye on sustainability & food security.,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",www.accelerace.io/foodtech-accelerator,None
Opération Éléphant,Opération Éléphant,"Nantes, Pays de la Loire, France",European Union (EU),www.operationelephant.fr/,None
Turbopump,Turbopump is Microsoft’s unique nine week market entry program for startups.,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",www.turbopump.fi/,None
Biostars,"Biostars is a flagship startups booster run by a group of PhDs, MBA and post-docs.","Oxford, Oxfordshire, United Kingdom",Active,None,None
Ubisoft Entrepreneurs Season 5 at Blockchain,Ubisoft Entrepreneurs Season 5 at Blockchain will focus on two main fields: blockchain and social entertainment.,"Paris, Ile-de-France, France","Angel Investment, Business Development, Corporate Training, Impact Investing, Social Entrepreneurship",None,None
Vibrant Pittsburgh Connection Accelerator,Connection Accelerator program helps diverse talent thrive in the Pittsburgh region.,"Pittsburgh, Pennsylvania, United States","Communities, Consulting, Financial Services",www.vibrantpittsburgh.org/Module/Initiative/Det...,https://www.linkedin.com/company/1682353/
ASCENT Scaling-up Enterprises,"ASCENT Scaling-up Enterprises is a platform for entrepreneurs to learn, share and collaborate through each other's experiences.","Mumbai, Maharashtra, India",Asia-Pacific (APAC),www.ascentfoundation.in,https://www.linkedin.com/company/ascent---a-harsh-mariwala-foundation
Kiwibank FinTech Accelerator,The Kiwibank Fintech Accelerator is a three-month business growth programme.,"Wellington, Wellington, New Zealand","Asia-Pacific (APAC), Australasia",nzfintech.kiwi/,https://www.linkedin.com/company-beta/15258390/
Jones and Foster Accelerator (Univeristy of WA),"Jones and Foster Accelerator (Univeristy of WA) offers mentoring & funding to early-stage, student-led companies on their first six months.","Seattle, Washington, United States","Business Development, Finance, Management Consulting, Venture Capital",foster.uw.edu/centers/buerk-ctr-entrepreneurshi...,https://www.linkedin.com/school/university-of-washington-foster-school-of-business/
Bidii Africa,Bidii Africa is a finance company platform.,"Nairobi, Nairobi Area, Kenya",Active,None,None
Kosmos Innovation Center Business Booster,"This program works with Ghanaian agribusinesses, providing capacity building and training.","Accra, Greater Accra, Ghana",Kosmos Innovation Centre,uncharted.org/program/kic-business-booster/,None
Impact Hub Amsterdam,"Impact Hub Amsterdam is an acceleration program about agriculture, data, analytics, food, and logistics supply chain.",Nil,"Agriculture, Analytics, Food and Beverage",amsterdam.impacthub.net/food-chain-accelerator-...,https://www.linkedin.com/company/impact-hub-ams/about/
Human Essentials,Human Essentials invests in the value chain of food industries.,"Amsterdam, Noord-Holland, The Netherlands",Financial Services,www.sente.link/humanessentials,None
Wayra & Novartis Health Call,Wayra & Novartis Health Call scale start-ups.,"London, England, United Kingdom","Advice, Health Care, Medical, Pharmaceutical, Training",www.wayra.co.uk/programs/wayra-novartis-health-...,None
Nexus by DIA,Nexus by DIA offers startups access to 10 weeks of senior leadership and expert knowledge across it’s network.,"Las Rozas, Madrid, Spain",European Union (EU),www.nexusbydia.com/,None
Lion Unleashed,Accelerate your scaleup with one of the region's largest F&B companies.,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",unleashed.lionco.com/,None
Lorain County Community College Innovation Fund,"The Innovation Fund, founded by the Lorain County Community College Foundation (2007), is a regional fund focused on supporting","Elyria, Ohio, United States","Great Lakes, Midwestern US",www.innovationfundneohio.com,https://www.linkedin.com/in/chrismather9
Xelerate Accelerator,Xelerate Accelerator is an accelerator program that helps startups nurture ideas and technology innovations.,"Warangal, Andhra Pradesh, India","Business Development, Consulting, Innovation Management",www.srix.in/Xelerate/index.php,None
Female High Fliers,Female High Fliers is an accelerator programme for Ireland’s best early stage start-ups.,"Dublin, Dublin, Ireland",Finance,ryanacademy.ie/portfolio/female-high-fliers/,None
SIGMA Accelerator,SIGMA is a Social Startup Accelerator program.,"Bangalore, Karnataka, India",Asia-Pacific (APAC),zinnov.com/sigma-accelerator/,None
Greater Waukegan Development Coalition,Greater Waukegan Development Coalition,"Waukegan, Illinois, United States",Business Development,www.greaterwaukegan.org,https://www.linkedin.com/company/10389182
AUC Venture Lab Startup Accelerator Arab African International Bank,AUC Venture Lab Startup Accelerator Arab African International Bank is a 16-week program providing business support for innovative startups.,Nil,Social Entrepreneurship,None,None
StarFab STSP Corporate-Startup Accelerator,StarFab STSP Corporate-Startup Accelerator,"Tainan, T'ai-wan, Taiwan",Finance,www.starfabx.com/stsp-corporate-startup-acceler...,None
Babson Summer Venture Program,A 10-week intensive experience designed to accelerate the development of student entrepreneurial ventures.,"Wellesley, Massachusetts, United States",Education,www.babson.edu/academics/centers/blank-center/v...,None
